id_dep,name,party,UF,twitter_account
447,Deputada Rosana Valle,PSB,SP,DepRosanaValle
448,Deputada Rosangela Gomes,REPUBLICANOS,RJ,rosangelasgomes
449,Deputada Rose Modesto,PSDB,MS,rosemodestoms
450,Deputado Rubens Bueno,CIDADANIA,PR,23rubensbueno
451,Deputado Rubens Otoni,PT,GO,RubensOtoni
452,Deputado Rui Falcão,PT,SP,rfalcao13
453,Deputado Ruy Carneiro,PSDB,PB,ruycarneiropb
454,Deputada Sâmia Bomfim,PSOL,SP,samiabomfim
455,Deputado Samuel Moreira,PSDB,SP,samuelmoreira
456,Deputado Sanderson,PSL,RS,DepSanderson
457,Deputado Santini,PTB,RS,dep_santini
458,Deputado Sargento Fahur,PSD,PR,SargentoFAHUR
459,Deputado Schiavinato,PP,PR,Schiavinato_
460,Deputado Sebastião Oliveira,AVANTE,PE,SebaOliveirajr
461,Deputado Sérgio Brito,PSD,BA,no-twitter
462,Deputado Sergio Souza,MDB,PR,_sergiosouza
463,Deputado Sergio Toledo,PL,AL,depsergiotoledo
464,Deputado Severino Pessoa,REPUBLICANOS,AL,no-twitter
465,Deputada Shéridan,PSDB,RR,DepSheridan
466,Deputado Sidney Leite,PSD,AM,sidneyleite_
467,Deputado Silas Câmara,REPUBLICANOS,AM,silascamara_
468,Deputada Silvia Cristina,PDT,RO,silviacristinax
469,Deputado Silvio Costa Filho,REPUBLICANOS,PE,Silvio_CFilho
470,Deputada Soraya Santos,PL,RJ,sorayasantos
471,Deputado Sóstenes Cavalcante,DEM,RJ,DepSostenes
472,Deputado Stefano Aguiar,PSD,MG,depstefano
473,Deputado Subtenente Gonzaga,PDT,MG,subgonzagamg
474,Deputada Tabata Amaral,PDT,SP,tabataamaralsp
475,Deputado Tadeu Alencar,PSB,PE,TadeuAlencarPE
476,Deputada Talíria Petrone,PSOL,RJ,taliriapetrone
477,Deputado Ted Conti,PSB,ES,tedcontioficial
478,Deputada Tereza Nelma,PSDB,AL,terezanelmaal
479,Deputado Tiago Dimas,SOLIDARIEDADE,TO,tiago_dimas
480,Deputado Tiago Mitraud,NOVO,MG,TiagoMitraud
481,Deputado Tiririca,PL,SP,tiriricanaweb
482,Deputado Tito,AVANTE,BA,titodepfederal
483,Deputado Toninho Wandscheer,PROS,PR,deputadotoninho
484,Deputado Túlio Gadêlha,PDT,PE,tuliogadelha
485,Deputado Uldurico Junior,PROS,BA,ulduricojr
486,Deputado Vaidon Oliveira,PROS,CE,no-twitter
487,Deputado Valdevan Noventa,PL,SE,ValdevanNoventa
488,Deputado Valmir Assunção,PT,BA,DepValmir
489,Deputado Vanderlei Macris,PSDB,SP,vanderleimacris
490,Deputado Vander Loubet,PT,MS,vanderloubet
491,Deputado Vavá Martins,REPUBLICANOS,PA,vavamartinspa
492,Deputado Vermelho,PSD,PR,depvermelho
493,Deputado Vicentinho,PT,SP,VICENTINHOPT
494,Deputado Vicentinho Júnior,PL,TO,vicentinhojr
495,Deputado Vilson Da Fetaemg,PSB,MG,Vilsondafetaemg
496,Deputado Vinicius Carvalho,REPUBLICANOS,SP,falecomvinicius
497,Deputado Vinicius Farah,MDB,RJ,Vinicius_Farah
498,Deputado Vinicius Gurgel,PL,AP,no-twitter
499,Deputado Vinicius Poit,NOVO,SP,ViniciusPoit
500,Deputado Vitor Hugo,PSL,GO,MajorVitorHugo
501,Deputado Vitor Lippi,PSDB,SP,DepVitorLippi
502,Deputada Vivi Reis,PSOL,PA,vivireispsol
503,Deputado Waldenor Pereira,PT,BA,waldenorpereira
504,Deputado Walter Alves,MDB,RN,walteralvesrn
505,Deputado Weliton Prado,PROS,MG,pradoweliton
506,Deputado Wellington Roberto,PL,PB,wr22
507,Deputado Wilson Santiago,PTB,PB,WilsonSantiago_
508,Deputado Wolney Queiroz,PDT,PE,WolneyQueirozM
509,Deputado Zeca Dirceu,PT,PR,zeca_dirceu
510,Deputado Zé Carlos,PT,MA,Dep_ZeCarlosPT
511,Deputado Zé Neto,PT,BA,depzeneto
512,Deputado Zé Silva,SOLIDARIEDADE,MG,ZeSilva_
513,Deputado Zé Vitor,PL,MG,zevitor_mg
